year,journal,title,pmid,doi,publication_status,supplied_pdf_version,eligibility,disease_scope,source_role,official_category,official_category_status,primary_content_class,secondary_content_tags,tag_basis,reading_stage,main_read_completed_on,review_status,supplement_status,stk11_highlight,bibliography,reading_ledger,reading_evidence,source_disease_ids,source_tissue_ids,source_model_ids,source_use_roles,scope_curation_status,scope_reference,scope_reference_line,scope_boundary,scope_facet_status
2022,Clinical Cancer Research,Updated Integrated Analysis of the Efficacy and Safety of Entrectinib in Patients With NTRK Fusion-Positive Solid Tumors,35144967,10.1158/1078-0432.ccr-21-3597,see source bibliography and intake manifest,publisher_typeset_pdf,included,NTRK fusion-positive solid tumors including22NSCLC patients,integrated nonrandomized phase I/II tumor-agnostic efficacy and safety analysis,Clinical Trials: Targeted Therapy,official_section,integrated nonrandomized phase I/II tumor-agnostic efficacy and safety analysis,NTRK-fusions;targeted-therapy;basket-trial;brain-metastasis;clinical-efficacy;safety;statistics,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2022-35144967-language.md;ccr-2022-35144967-evidence.md,mixed-solid-tumors;nsclc;sarcoma;thyroid-cancer;colorectal-cancer;breast-cancer,tumor,human-clinical,clinical-trial;cross-tumor-methods,curated-source-scope,ccr-2022-35144967-evidence.md,7,Efficacy121adultbasket versus22NSCLC; safety193NTRKadults versus626allpatients. MeasurableCNS7/11 andlung14/22both63.6% butdistinct. NoCNSscreeningfollowupinallpatients; noCNSpreventionproof orrandomizedcross-drugsuperiority. Preserve5potentiallyrelateddeaths andappendixunavailability.,"{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2023,Clinical Cancer Research,A Large-Scale Prospective Concordance Study of Plasma- and Tissue-Based Next-Generation Targeted Sequencing for Advanced Non–Small Cell Lung Cancer (LC-SCRUM-Liquid),36201167,10.1158/1078-0432.CCR-22-1749,see source bibliography and intake manifest,publisher_typeset_pdf,included,advanced/recurrent NSCLC,lung-precision-diagnostics-clinical,Precision Medicine and Imaging,official_section,prospective paired-sample molecular concordance study,plasma-cfDNA;tissue-NGS;concordance;PPA;driver-detection;turnaround-time;matched-therapy,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2023-36201167-language.md,nsclc,tumor;plasma,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2023-36201167-language.md,4,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2023,Clinical Cancer Research,A Phase I/II Trial of Oral SRA737 (a Chk1 Inhibitor) Given in Combination with Low-Dose Gemcitabine in Patients with Advanced Cancer,36378548,10.1158/1078-0432.ccr-22-2074,see source bibliography and intake manifest,publisher_typeset_pdf,included,mixed advanced solid tumors including a small SCLC cohort,cross-tumor-early-phase-methods,Clinical Trials: Targeted Therapy,official_section,cross-tumor-early-phase-methods,CHK1;SRA737;gemcitabine;phase-I-II;RP2D;PK;safety,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2023-36378548-language.md;ccr-2023-36378548-evidence.md,mixed-solid-tumors;sclc,,human-clinical,cross-tumor-methods,curated-source-scope,ccr-2023-36378548-evidence.md,,"Article-level source context, not evidence that every expression applies to every listed disease.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2023,Clinical Cancer Research,A Phase II Clinical Trial of Nivolumab and Temozolomide for Neuroendocrine Neoplasms,36255391,10.1158/1078-0432.ccr-22-1552,see source bibliography and intake manifest,publisher_typeset_pdf,included,mixed neuroendocrine neoplasms including pulmonary carcinoids; not SCLC,cross-tumor-immunotherapy-clinical-methods,Clinical Trials: Immunotherapy,official_section,cross-tumor-immunotherapy-clinical-methods,neuroendocrine-neoplasm;nivolumab;temozolomide;CyTOF;immune-phenotyping;phase-II,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2023-36255391-language.md;ccr-2023-36255391-evidence.md,neuroendocrine-neoplasm;pulmonary-carcinoid,blood,human-clinical,cross-tumor-methods,curated-source-scope,ccr-2023-36255391-evidence.md,,"Article-level source context, not evidence that every expression applies to every listed disease.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2023,Clinical Cancer Research,A Phase II Window of Opportunity Study of Neoadjuvant PD-L1 versus PD-L1 plus CTLA-4 Blockade for Patients with Malignant Pleural Mesothelioma,36469573,10.1158/1078-0432.ccr-22-2566,see source bibliography and intake manifest,author_manuscript,included,resectable pleural mesothelioma; not NSCLC,thoracic-spatial-proteomic-window-study,Clinical Trials: Immunotherapy,official_section,thoracic-spatial-proteomic-window-study,mesothelioma;neoadjuvant;durvalumab;tremelimumab;IMC;CyTOF;TLS,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2023-36469573-language.md;ccr-2023-36469573-evidence.md,mesothelioma,tumor;blood;bone-marrow,human-clinical;human-tissue,cross-tumor-methods,curated-source-scope,ccr-2023-36469573-evidence.md,,"Article-level source context, not evidence that every expression applies to every listed disease.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2023,Clinical Cancer Research,Allogeneic CAR T Cells Targeting DLL3 Are Efficacious and Safe in Preclinical Models of Small Cell Lung Cancer,36692420,10.1158/1078-0432.CCR-22-2293,see source bibliography and intake manifest,publisher_typeset_pdf,included,SCLC;neuroendocrine-tumor models,lung-preclinical-cellular-therapy,Translational Cancer Mechanisms and Therapy,official_section,preclinical cellular-therapy engineering study,DLL3;allogeneic-CAR-T;antigen-density;serial-killing;xenograft;safety-switch;pituitary,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2023-36692420-language.md,sclc;neuroendocrine-neoplasm,,human-cell-line;mouse,lung-primary;preclinical-mechanism,curated-source-scope,ccr-2023-36692420-language.md,4,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2023,Clinical Cancer Research,Association of Antifolate Response Signature Status and Clinical Activity of Pemetrexed-Platinum Chemotherapy in Non-Small Cell Lung Cancer: The Piedmont Study,37233991,10.1158/1078-0432.ccr-22-2558,see source bibliography and intake manifest,publisher_typeset_pdf,included,NSCLC; mixed stage III/IV cohort,lung-transcriptomic-treatment-association,Translational Cancer Mechanisms and Therapy,official_section,lung-transcriptomic-treatment-association,RNA-seq;AF-PRS;classifier;antifolate;pemetrexed;chemoimmunotherapy,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2023-37233991-language.md;ccr-2023-37233991-evidence.md,nsclc,tumor,human-clinical;computational,lung-primary;clinical-correlative,curated-source-scope,ccr-2023-37233991-evidence.md,,"Article-level source context, not evidence that every expression applies to every listed disease.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2023,Clinical Cancer Research,ATM Mutations Associate with Distinct Co-Mutational Patterns and Therapeutic Vulnerabilities in NSCLC,37733794,10.1158/1078-0432.ccr-23-1122,see source bibliography and intake manifest,not_classified_by_header,included,,,Translational Cancer Mechanisms and Therapy,official_section,translational / mixed,atm-stk11-kras-genomics-multiomics-preclinical-immunotherapy-chemotherapy-statistics,single-paper curated language domains,main_text_deep_read_complete,2026-09-14,in_progress,not_supplied,yes,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2026-09-14-atm-smarca4-stk11-priority-language.md,nsclc,tumor,human-clinical;mouse-cell-line;computational,lung-primary;clinical-correlative;preclinical-mechanism,curated-source-scope,ccr-2026-09-14-atm-smarca4-stk11-priority-language.md,220,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2023,Clinical Cancer Research,"BBT-176, a Novel Fourth-Generation Tyrosine Kinase Inhibitor for Osimertinib-Resistant EGFR Mutations in Non-Small Cell Lung Cancer",37249619,10.1158/1078-0432.ccr-22-3901,see source bibliography and intake manifest,publisher_typeset_pdf,included,EGFR-mutant NSCLC models and two selected clinical cases,lung-preclinical-early-clinical-targeted-therapy,Clinical Trials: Targeted Therapy,official_section,lung-preclinical-early-clinical-targeted-therapy,EGFR-C797S;BBT176;BaF3;ENU;PDX;resistance;case-vignette,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2023-37249619-language.md;ccr-2023-37249619-evidence.md,nsclc,tumor;plasma,human-clinical;human-cell-line;pdx,lung-primary;preclinical-mechanism,curated-source-scope,ccr-2023-37249619-evidence.md,,"Article-level source context, not evidence that every expression applies to every listed disease.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2023,Clinical Cancer Research,Breakthrough Therapy Designation Criteria Identify Drugs that Improve Clinical Outcomes for Patients: A Case for More Streamlined Coverage of Promising Therapies,35616593,10.1158/1078-0432.ccr-22-0983,see source bibliography and intake manifest,publisher_typeset_pdf,excluded,NSCLC approval-level secondary analysis,background-policy-perspective-only,Perspectives,official_section,background-policy-perspective-only,FDA;NCCN;breakthrough-designation;policy-perspective,bibliography content classification,screened,,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2023-35616593-background.md,nsclc,,,,recorded-scope-normalized,,,"Article-level source context, not evidence that every expression applies to every listed disease.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""not-curated-not-absent"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""not-curated-not-absent""}"
2023,Clinical Cancer Research,Brief Report: Combination of Osimertinib and Dacomitinib to Mitigate Primary and Acquired Resistance in EGFR-Mutant Lung Adenocarcinomas,36729110,10.1158/1078-0432.ccr-22-3484,see source bibliography and intake manifest,author_manuscript,included,EGFR-mutant lung adenocarcinoma,lung-early-phase-resistance-genomics,Research Briefs: Clinical Trial Brief Reports,official_section,lung-early-phase-resistance-genomics,EGFR;on-target-resistance;bypass-resistance;paired-NGS;VAF;dual-TKI;tolerability,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2023-36729110-language.md;ccr-2023-36729110-evidence.md,nsclc,tumor;plasma,human-clinical,lung-primary,curated-source-scope,ccr-2023-36729110-evidence.md,,"Article-level source context, not evidence that every expression applies to every listed disease.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2023,Clinical Cancer Research,Circulating Tumor DNA Monitoring on Chemo-immunotherapy for Risk Stratification in Advanced Non-Small Cell Lung Cancer,37702716,10.1158/1078-0432.ccr-23-1578,see source bibliography and intake manifest,publisher_typeset_pdf,included,advanced squamous NSCLC; IMpower131 biomarker subset,lung-randomized-trial-biomarker-reanalysis,Precision Medicine and Imaging,official_section,lung-randomized-trial-biomarker-reanalysis,ctDNA;landmark-analysis;chemoimmunotherapy;clonal-hematopoiesis;treatment-duration,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2023-37702716-language.md;ccr-2023-37702716-evidence.md,lung-squamous,plasma,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2023-37702716-evidence.md,,"Article-level source context, not evidence that every expression applies to every listed disease.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2023,Clinical Cancer Research,Clinical and Molecular Features of Long-term Response to Immune Checkpoint Inhibitors in Patients with Advanced Non-Small Cell Lung Cancer,37432985,10.1158/1078-0432.ccr-23-1207,see source bibliography and intake manifest,publisher_typeset_pdf,included,advanced NSCLC treated with ICI,lung-clinicogenomic-response-duration,Precision Medicine and Imaging,official_section,lung-clinicogenomic-response-duration,long-term-response;immunotherapy;WES;clonal-TMB;STK11;multiple-testing,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2023-37432985-language.md;ccr-2023-37432985-evidence.md,nsclc,tumor,human-clinical,lung-primary;clinical-correlative,curated-source-scope,ccr-2023-37432985-evidence.md,,"Article-level source context, not evidence that every expression applies to every listed disease.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
