"entry_id","catalog_version","expression","primary_section","secondary_sections","function","domain","unit_type","evidence_tier","source_set","source_article_ids","provenance_granularity","source_asset","source_container","source_heading","source_line","reuse_status"
"CCRLANG-0230","2026-09-26","Static tissue sampling may not capture spatial and temporal heterogeneity across a patient's disease burden.","introduction","abstract-background;abstract-objective","background-gap-objective","mixed-biomedical","sentence-frame","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Introduction: problem, mechanism, and gap","333","synthetic-frame"
"CCRLANG-0231","2026-09-26","Drug-tolerant persister cells provide a reversible reservoir from which fully resistant clones may emerge.","introduction","abstract-background;abstract-objective","background-gap-objective","mixed-biomedical","sentence-frame","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Introduction: problem, mechanism, and gap","334","synthetic-frame"
"CCRLANG-0232","2026-09-26","We therefore asked whether [intervention] could alter [mechanism] and sensitize [model or population] to [therapy].","introduction","abstract-background;abstract-objective","background-gap-objective","mixed-biomedical","sentence-frame","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Introduction: problem, mechanism, and gap","335","synthetic-frame"
"CCRLANG-0233","2026-09-26","This multicenter, open-label phase I study enrolled patients with [eligibility] after progression on [prior therapy].","methods","abstract-methods","design-population-analysis-set","clinical-oncology-statistics","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: clinical design and analysis set","339","synthetic-frame"
"CCRLANG-0234","2026-09-26","The safety population included all patients who received at least one dose, whereas efficacy was assessed in [defined evaluable population].","methods","abstract-methods","design-population-analysis-set","clinical-oncology-statistics","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: clinical design and analysis set","340","synthetic-frame"
"CCRLANG-0235","2026-09-26","The primary endpoint was [endpoint]; secondary endpoints included [list], and biomarker analyses were exploratory.","methods","abstract-methods","design-population-analysis-set","clinical-oncology-statistics","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: clinical design and analysis set","341","synthetic-frame"
"CCRLANG-0236","2026-09-26","Response was assessed by [RECIST or iRECIST] at prespecified intervals, with exact confidence intervals calculated for response proportions.","methods","abstract-methods","design-population-analysis-set","clinical-oncology-statistics","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: clinical design and analysis set","342","synthetic-frame"
"CCRLANG-0237","2026-09-26","The retrospective cohort was assembled from [sites or database], and outcomes were abstracted without blinded central radiographic review.","methods","abstract-methods","design-population-analysis-set","clinical-oncology-statistics","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: clinical design and analysis set","343","synthetic-frame"
"CCRLANG-0238","2026-09-26","To reduce immortal-time bias, treatment intervals occurring entirely before biomarker testing were excluded.","methods","abstract-methods","design-population-analysis-set","clinical-oncology-statistics","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: clinical design and analysis set","344","synthetic-frame"
"CCRLANG-0239","2026-09-26","Rechallenge outcomes were summarized descriptively because treatment assignment was nonrandom and the subgroup was small.","methods","abstract-methods","design-population-analysis-set","clinical-oncology-statistics","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: clinical design and analysis set","345","synthetic-frame"
"CCRLANG-0240","2026-09-26","RNA was extracted from pathologist-reviewed FFPE tissue and quantified by whole-transcriptome sequencing after tumor enrichment.","methods","abstract-methods","assay-computation","multi-omics-bioinformatics-imaging","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39545922;39786430;40208070;40343815;40553459;40788282;40828417;41065506","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: omics, imaging, and computation","349","synthetic-frame"
"CCRLANG-0241","2026-09-26","Predominant molecular subtype was assigned by consensus across gene-ratio classifiers; samples lacking consensus were labeled equivocal.","methods","abstract-methods","assay-computation","multi-omics-bioinformatics-imaging","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39545922;39786430;40208070;40343815;40553459;40788282;40828417;41065506","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: omics, imaging, and computation","350","synthetic-frame"
"CCRLANG-0242","2026-09-26","Immune-cell abundance was estimated from bulk RNA-seq by deconvolution and was not treated as a direct cell count.","methods","abstract-methods","assay-computation","multi-omics-bioinformatics-imaging","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39545922;39786430;40208070;40343815;40553459;40788282;40828417;41065506","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: omics, imaging, and computation","351","synthetic-frame"
"CCRLANG-0243","2026-09-26","Single-cell profiles underwent quality filtering, batch correction, dimensionality reduction, and cluster annotation before pseudobulk testing.","methods","abstract-methods","assay-computation","multi-omics-bioinformatics-imaging","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39545922;39786430;40208070;40343815;40553459;40788282;40828417;41065506","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: omics, imaging, and computation","352","synthetic-frame"
"CCRLANG-0244","2026-09-26","MHC-I-bound peptides were isolated by immunoprecipitation and identified by high-resolution mass spectrometry with target-decoy FDR control.","methods","abstract-methods","assay-computation","multi-omics-bioinformatics-imaging","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39545922;39786430;40208070;40343815;40553459;40788282;40828417;41065506","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: omics, imaging, and computation","353","synthetic-frame"
"CCRLANG-0245","2026-09-26","Serial PET uptake was quantified using SUVmax and SUVmean, and heterogeneity was summarized by the within-patient coefficient of variation.","methods","abstract-methods","assay-computation","multi-omics-bioinformatics-imaging","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39545922;39786430;40208070;40343815;40553459;40788282;40828417;41065506","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: omics, imaging, and computation","354","synthetic-frame"
"CCRLANG-0246","2026-09-26","Individual exposure metrics were obtained from the population PK model and evaluated as continuous predictors rather than dose-group surrogates.","methods","abstract-methods","assay-computation","multi-omics-bioinformatics-imaging","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39545922;39786430;40208070;40343815;40553459;40788282;40828417;41065506","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: omics, imaging, and computation","355","synthetic-frame"
"CCRLANG-0247","2026-09-26","[Target]-positive and isogenic target-negative cells were used to distinguish antigen-dependent from nonspecific activity.","methods","abstract-methods","experimental-procedure","preclinical-translational-experiments","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: preclinical experiments","359","synthetic-frame"
"CCRLANG-0248","2026-09-26","Effector and target cells were cocultured at prespecified ratios, and killing was quantified using complementary impedance, luminescence, and apoptosis assays.","methods","abstract-methods","experimental-procedure","preclinical-translational-experiments","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: preclinical experiments","360","synthetic-frame"
"CCRLANG-0249","2026-09-26","Receptor-blocking antibodies were used to partition CAR-dependent activity from natural cytotoxicity.","methods","abstract-methods","experimental-procedure","preclinical-translational-experiments","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: preclinical experiments","361","synthetic-frame"
"CCRLANG-0250","2026-09-26","Mice were randomized after tumors reached the prespecified volume and were monitored for tumor growth, body weight, and protocol-defined humane endpoints.","methods","abstract-methods","experimental-procedure","preclinical-translational-experiments","sentence-frame","descriptive","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Methods: preclinical experiments","362","synthetic-frame"
